
пэ b Г нс,пе,прч,нст,стр,мн,кр vnpspnps нс/пе/стр/прч/нст/мн/кр
ра b Г нс,пе,прч,прш,дст,ед,мр,им vnpdppmi нс/пе/дст/прч/прш/мр/им
рб b Г нс,пе,прч,прш,дст,ед,мр,рд vnpdppmg нс/пе/дст/прч/прш/мр/рд
рв b Г нс,пе,прч,прш,дст,ед,мр,дт vnpdppmd нс/пе/дст/прч/прш/мр/дт
рг b Г нс,пе,прч,прш,дст,ед,мр,вн vnpdppmv нс/пе/дст/прч/прш/мр/вн
рд b Г нс,пе,прч,прш,дст,ед,мр,тв vnpdppmt нс/пе/дст/прч/прш/мр/тв
ре b Г нс,пе,прч,прш,дст,ед,мр,пр vnpdppmp нс/пе/дст/прч/прш/мр/пр
рз b Г нс,пе,прч,прш,дст,ед,жр,им vnpdppfi нс/пе/дст/прч/прш/жр/им
ри b Г нс,пе,прч,прш,дст,ед,жр,рд vnpdppfg нс/пе/дст/прч/прш/жр/рд
рй b Г нс,пе,прч,прш,дст,ед,жр,дт vnpdppfd нс/пе/дст/прч/прш/жр/дт
рк b Г нс,пе,прч,прш,дст,ед,жр,вн vnpdppfv нс/пе/дст/прч/прш/жр/вн
рл b Г нс,пе,прч,прш,дст,ед,жр,тв vnpdppft нс/пе/дст/прч/прш/жр/тв
рм b Г нс,пе,прч,прш,дст,ед,жр,пр vnpdppfp нс/пе/дст/прч/прш/жр/пр
ро b Г нс,пе,прч,прш,дст,ед,ср,им vnpdppni нс/пе/дст/прч/прш/ср/им
рп b Г нс,пе,прч,прш,дст,ед,ср,рд vnpdppng нс/пе/дст/прч/прш/ср/рд
рр b Г нс,пе,прч,прш,дст,ед,ср,дт vnpdppnd нс/пе/дст/прч/прш/ср/дт
рс b Г нс,пе,прч,прш,дст,ед,ср,вн vnpdppnv нс/пе/дст/прч/прш/ср/вн
рт b Г нс,пе,прч,прш,дст,ед,ср,тв vnpdppnt нс/пе/дст/прч/прш/ср/тв
ру b Г нс,пе,прч,прш,дст,ед,ср,пр vnpdppnp нс/пе/дст/прч/прш/ср/пр
рх b Г нс,пе,прч,прш,дст,мн,им vnpdpppi нс/пе/дст/прч/прш/мн/им
рц b Г нс,пе,прч,прш,дст,мн,рд vnpdpppg нс/пе/дст/прч/прш/мн/рд
рч b Г нс,пе,прч,прш,дст,мн,дт vnpdpppd нс/пе/дст/прч/прш/мн/дт
рш b Г нс,пе,прч,прш,дст,мн,вн vnpdpppv нс/пе/дст/прч/прш/мн/вн
рщ b Г нс,пе,прч,прш,дст,мн,тв vnpdpppt нс/пе/дст/прч/прш/мн/тв
ры b Г нс,пе,прч,прш,дст,мн,пр vnpdpppp нс/пе/дст/прч/прш/мн/пр
са b Г нс,пе,прч,прш,стр,ед,мр,им vnpsppmi нс/пе/стр/прч/прш/мр/им
сб b Г нс,пе,прч,прш,стр,ед,мр,рд vnpsppmg нс/пе/стр/прч/прш/мр/рд
св b Г нс,пе,прч,прш,стр,ед,мр,дт vnpsppmd нс/пе/стр/прч/прш/мр/дт
сг b Г нс,пе,прч,прш,стр,ед,мр,вн vnpsppmv нс/пе/стр/прч/прш/мр/вн
сд b Г нс,пе,прч,прш,стр,ед,мр,тв vnpsppmt нс/пе/стр/прч/прш/мр/тв
се b Г нс,пе,прч,прш,стр,ед,мр,пр vnpsppmp нс/пе/стр/прч/прш/мр/пр
сж b Г нс,пе,прч,прш,стр,ед,мр,кр vnpsppms нс/пе/стр/прч/прш/мр/кр
сз b Г нс,пе,прч,прш,стр,ед,жр,им vnpsppfi нс/пе/стр/прч/прш/жр/им
си b Г нс,пе,прч,прш,стр,ед,жр,рд vnpsppfg нс/пе/стр/прч/прш/жр/рд
сй b Г нс,пе,прч,прш,стр,ед,жр,дт vnpsppfd нс/пе/стр/прч/прш/жр/дт
ск b Г нс,пе,прч,прш,стр,ед,жр,вн vnpsppfv нс/пе/стр/прч/прш/жр/вн
сл b Г нс,пе,прч,прш,стр,ед,жр,тв vnpsppft нс/пе/стр/прч/прш/жр/тв
см b Г нс,пе,прч,прш,стр,ед,жр,пр vnpsppfp нс/пе/стр/прч/прш/жр/пр
сн b Г нс,пе,прч,прш,стр,ед,жр,кр vnpsppfs нс/пе/стр/прч/прш/жр/кр
со b Г нс,пе,прч,прш,стр,ед,ср,им vnpsppni нс/пе/стр/прч/прш/ср/им
сп b Г нс,пе,прч,прш,стр,ед,ср,рд vnpsppng нс/пе/стр/прч/прш/ср/рд
ср b Г нс,пе,прч,прш,стр,ед,ср,дт vnpsppnd нс/пе/стр/прч/прш/ср/дт
сс b Г нс,пе,прч,прш,стр,ед,ср,вн vnpsppnv нс/пе/стр/прч/прш/ср/вн
ст b Г нс,пе,прч,прш,стр,ед,ср,тв vnpsppnt нс/пе/стр/прч/прш/ср/тв
су b Г нс,пе,прч,прш,стр,ед,ср,пр vnpsppnp нс/пе/стр/прч/прш/ср/пр
сф b Г нс,пе,прч,прш,стр,ед,ср,кр vnpsppns нс/пе/стр/прч/прш/ср/кр
сх b Г нс,пе,прч,прш,стр,мн,им vnpspppi нс/пе/стр/прч/прш/мн/им
сц b Г нс,пе,прч,прш,стр,мн,рд vnpspppg нс/пе/стр/прч/прш/мн/рд
сч b Г нс,пе,прч,прш,стр,мн,дт vnpspppd нс/пе/стр/прч/прш/мн/дт
сш b Г нс,пе,прч,прш,стр,мн,вн vnpspppv нс/пе/стр/прч/прш/мн/вн
сщ b Г нс,пе,прч,прш,стр,мн,тв vnpspppt нс/пе/стр/прч/прш/мн/тв
сы b Г нс,пе,прч,прш,стр,мн,пр vnpspppp нс/пе/стр/прч/прш/мн/пр
сэ b Г нс,пе,прч,прш,стр,мн,кр vnpsppps нс/пе/стр/прч/прш/мн/кр
та c Г св,нп,дст,инф vsndi св/нп/дст/инф
тб c Г св,нп,дст,буд,1л,ед vsndf1s св/нп/дст/буд/1л/ед
тв c Г св,нп,дст,буд,1л,мн vsndf1p св/нп/дст/буд/1л/мн
тг c Г св,нп,дст,буд,2л,ед vsndf2s св/нп/дст/буд/2л/ед
тд c Г св,нп,дст,буд,2л,мн vsndf2p св/нп/дст/буд/2л/мн
те c Г св,нп,дст,буд,3л,ед vsndf3s св/нп/дст/буд/3л/ед
тж c Г св,нп,дст,буд,3л,мн vsndf3p св/нп/дст/буд/3л/мн
тз c Г св,нп,дст,прш,мр,ед vsndpm св/нп/дст/прш/мр
ти c Г св,нп,дст,прш,жр,ед vsndpf св/нп/дст/прш/жр
тй c Г св,нп,дст,прш,ср,ед vsndpn св/нп/дст/прш/ср
тк c Г св,нп,дст,прш,мн vsndpp св/нп/дст/прш/мн
тл c Г св,нп,дст,пвл,2л,ед vsndv2s св/нп/дст/пвл/2л/ед
тм c Г св,нп,дст,пвл,2л,мн vsndv2p св/нп/дст/пвл/2л/мн
то c Г св,нп,дст,дпр,прш vsnddp св/нп/дст/дпр/прш
тъ c Г св,нп,дст,пвл,1л,ед vsndv1s св/нп/дст/пвл/1л/ед
ть c Г св,нп,дст,пвл,1л,мн vsndv1p св/нп/дст/пвл/1л/мн
уа c Г св,нп,прч,прш,дст,ед,мр,им vsndppmi св/нп/дст/прч/прш/мр/им
уб c Г св,нп,прч,прш,дст,ед,мр,рд vsndppmg св/нп/дст/прч/прш/мр/рд
ув c Г св,нп,прч,прш,дст,ед,мр,дт vsndppmd св/нп/дст/прч/прш/мр/дт
уг c Г св,нп,прч,прш,дст,ед,мр,вн vsndppmv св/нп/дст/прч/прш/мр/вн
уд c Г св,нп,прч,прш,дст,ед,мр,тв vsndppmt св/нп/дст/прч/прш/мр/тв
уе c Г св,нп,прч,прш,дст,ед,мр,пр vsndppmp св/нп/дст/прч/прш/мр/пр
уз c Г св,нп,прч,прш,дст,ед,жр,им vsndppfi св/нп/дст/прч/прш/жр/им
уи c Г св,нп,прч,прш,дст,ед,жр,рд vsndppfg св/нп/дст/прч/прш/жр/рд
уй c Г св,нп,прч,прш,дст,ед,жр,дт vsndppfd св/нп/дст/прч/прш/жр/дт
ук c Г св,нп,прч,прш,дст,ед,жр,вн vsndppfv св/нп/дст/прч/прш/жр/вн
ул c Г св,нп,прч,прш,дст,ед,жр,тв vsndppft св/нп/дст/прч/прш/жр/тв
ум c Г св,нп,прч,прш,дст,ед,жр,пр vsndppfp св/нп/дст/прч/прш/жр/пр
уо c Г св,нп,прч,прш,дст,ед,ср,им vsndppni св/нп/дст/прч/прш/ср/им
уп c Г св,нп,прч,прш,дст,ед,ср,рд vsndppng св/нп/дст/прч/прш/ср/рд
ур c Г св,нп,прч,прш,дст,ед,ср,дт vsndppnd св/нп/дст/прч/прш/ср/дт
ус c Г св,нп,прч,прш,дст,ед,ср,вн vsndppnv св/нп/дст/прч/прш/ср/вн
ут c Г св,нп,прч,прш,дст,ед,ср,тв vsndppnt св/нп/дст/прч/прш/ср/тв
уу c Г св,нп,прч,прш,дст,ед,ср,пр vsndppnp св/нп/дст/прч/прш/ср/пр
ух c Г св,нп,прч,прш,дст,мн,им vsndpppi св/нп/дст/прч/прш/мн/им
уц c Г св,нп,прч,прш,дст,мн,рд vsndpppg св/нп/дст/прч/прш/мн/рд
уч c Г св,нп,прч,прш,дст,мн,дт vsndpppd св/нп/дст/прч/прш/мн/дт
уш c Г св,нп,прч,прш,дст,мн,вн vsndpppv св/нп/дст/прч/прш/мн/вн
ущ c Г св,нп,прч,прш,дст,мн,тв vsndpppt св/нп/дст/прч/прш/мн/тв
уы c Г св,нп,прч,прш,дст,мн,пр vsndpppp св/нп/дст/прч/прш/мн/пр
фа d Г св,пе,дст,инф vspdi св/пе/дст/инф
фб d Г св,пе,дст,буд,1л,ед vspdf1s св/пе/дст/буд/1л/ед
фв d Г св,пе,дст,буд,1л,мн vspdf1p св/пе/дст/буд/1л/мн
фг d Г св,пе,дст,буд,2л,ед vspdf2s св/пе/дст/буд/2л/ед
фд d Г св,пе,дст,буд,2л,мн vspdf2p св/пе/дст/буд/2л/мн
фе d Г св,пе,дст,буд,3л,ед vspdf3s св/пе/дст/буд/3л/ед
фж d Г св,пе,дст,буд,3л,мн vspdf3p св/пе/дст/буд/3л/мн
фз d Г св,пе,дст,прш,мр,ед vspdpm св/пе/дст/прш/мр
фи d Г св,пе,дст,прш,жр,ед vspdpf св/пе/дст/прш/жр
фй d Г св,пе,дст,прш,ср,ед vspdpn св/пе/дст/прш/ср
фк d Г св,пе,дст,прш,мн vspdpp св/пе/дст/прш/мн
фл d Г св,пе,дст,пвл,2л,ед vspdv2s св/пе/дст/пвл/2л/ед
фм d Г св,пе,дст,пвл,2л,мн vspdv2p св/пе/дст/пвл/2л/мн
фо d Г св,пе,дст,дпр,прш vspddp св/пе/дст/дпр/прш
фъ d Г св,пе,дст,пвл,1л,ед vspdv1s св/пе/дст/пвл/1л/ед
фь d Г св,пе,дст,пвл,1л,мн vspdv1p св/пе/дст/пвл/1л/мн
ха d Г св,пе,прч,прш,дст,ед,мр,им vspdppmi св/пе/дст/прч/прш/мр/им
хб d Г св,пе,прч,прш,дст,ед,мр,рд vspdppmg св/пе/дст/прч/прш/мр/рд
хв d Г св,пе,прч,прш,дст,ед,мр,дт vspdppmd св/пе/дст/прч/прш/мр/дт
хг d Г св,пе,прч,прш,дст,ед,мр,вн vspdppmv св/пе/дст/прч/прш/мр/вн
хд d Г св,пе,прч,прш,дст,ед,мр,тв vspdppmt св/пе/дст/прч/прш/мр/тв
хе d Г св,пе,прч,прш,дст,ед,мр,пр vspdppmp св/пе/дст/прч/прш/мр/пр
хз d Г св,пе,прч,прш,дст,ед,жр,им vspdppfi св/пе/дст/прч/прш/жр/им
хи d Г св,пе,прч,прш,дст,ед,жр,рд vspdppfg св/пе/дст/прч/прш/жр/рд
хй d Г св,пе,прч,прш,дст,ед,жр,дт vspdppfd св/пе/дст/прч/прш/жр/дт
хк d Г св,пе,прч,прш,дст,ед,жр,вн vspdppfv св/пе/дст/прч/прш/жр/вн
хл d Г св,пе,прч,прш,дст,ед,жр,тв vspdppft св/пе/дст/прч/прш/жр/тв
хм d Г св,пе,прч,прш,дст,ед,жр,пр vspdppfp св/пе/дст/прч/прш/жр/пр
хо d Г св,пе,прч,прш,дст,ед,ср,им vspdppni св/пе/дст/прч/прш/ср/им
хп d Г св,пе,прч,прш,дст,ед,ср,рд vspdppng св/пе/дст/прч/прш/ср/рд
хр d Г св,пе,прч,прш,дст,ед,ср,дт vspdppnd св/пе/дст/прч/прш/ср/дт
хс d Г св,пе,прч,прш,дст,ед,ср,вн vspdppnv св/пе/дст/прч/прш/ср/вн
хт d Г св,пе,прч,прш,дст,ед,ср,тв vspdppnt св/пе/дст/прч/прш/ср/тв
ху d Г св,пе,прч,прш,дст,ед,ср,пр vspdppnp св/пе/дст/прч/прш/ср/пр
хх d Г св,пе,прч,прш,дст,мн,им vspdpppi св/пе/дст/прч/прш/мн/им
хц d Г св,пе,прч,прш,дст,мн,рд vspdpppg св/пе/дст/прч/прш/мн/рд
хч d Г св,пе,прч,прш,дст,мн,дт vspdpppd св/пе/дст/прч/прш/мн/дт
хш d Г св,пе,прч,прш,дст,мн,вн vspdpppv св/пе/дст/прч/прш/мн/вн
хщ d Г св,пе,прч,прш,дст,мн,тв vspdpppt св/пе/дст/прч/прш/мн/тв
хы d Г св,пе,прч,прш,дст,мн,пр vspdpppp св/пе/дст/прч/прш/мн/пр
ца d Г св,пе,прч,прш,стр,ед,мр,им vspsppmi св/пе/стр/прч/прш/мр/им
цб d Г св,пе,прч,прш,стр,ед,мр,рд vspsppmg св/пе/стр/прч/прш/мр/рд
цв d Г св,пе,прч,прш,стр,ед,мр,дт vspsppmd св/пе/стр/прч/прш/мр/дт
цг d Г св,пе,прч,прш,стр,ед,мр,вн vspsppmv св/пе/стр/прч/прш/мр/вн
цд d Г св,пе,прч,прш,стр,ед,мр,тв vspsppmt св/пе/стр/прч/прш/мр/тв
це d Г св,пе,прч,прш,стр,ед,мр,пр vspsppmp св/пе/стр/прч/прш/мр/пр
цж d Г св,пе,прч,нст,стр,ед,мр,кр vspspnms св/пе/стр/прч/нст/мр/кр
фф d Г св,пе,прч,прш,стр,ед,мр,кр vspsppms св/пе/стр/прч/прш/мр/кр
цз d Г св,пе,прч,прш,стр,ед,жр,им vspsppfi св/пе/стр/прч/прш/жр/им
ци d Г св,пе,прч,прш,стр,ед,жр,рд vspsppfg св/пе/стр/прч/прш/жр/рд
цй d Г св,пе,прч,прш,стр,ед,жр,дт vspsppfd св/пе/стр/прч/прш/жр/дт
цк d Г св,пе,прч,прш,стр,ед,жр,вн vspsppfv св/пе/стр/прч/прш/жр/вн
цл d Г св,пе,прч,прш,стр,ед,жр,тв vspsppft св/пе/стр/прч/прш/жр/тв
цм d Г св,пе,прч,прш,стр,ед,жр,пр vspsppfp св/пе/стр/прч/прш/жр/пр
цн d Г св,пе,прч,нст,стр,ед,жр,кр vspspnfs св/пе/стр/прч/нст/жр/кр
фэ d Г св,пе,прч,прш,стр,ед,жр,кр vspsppfs св/пе/стр/прч/прш/жр/кр
цо d Г св,пе,прч,прш,стр,ед,ср,им vspsppni св/пе/стр/прч/прш/ср/им
цп d Г св,пе,прч,прш,стр,ед,ср,рд vspsppng св/пе/стр/прч/прш/ср/рд
цр d Г св,пе,прч,прш,стр,ед,ср,дт vspsppnd св/пе/стр/прч/прш/ср/дт
цс d Г св,пе,прч,прш,стр,ед,ср,вн vspsppnv св/пе/стр/прч/прш/ср/вн
цт d Г св,пе,прч,прш,стр,ед,ср,тв vspsppnt св/пе/стр/прч/прш/ср/тв
цу d Г св,пе,прч,прш,стр,ед,ср,пр vspsppnp св/пе/стр/прч/прш/ср/пр
цф d Г св,пе,прч,нст,стр,ед,ср,кр vspspnns св/пе/стр/прч/нст/ср/кр
фю d Г св,пе,прч,прш,стр,ед,ср,кр vspspspn св/пе/стр/прч/прш/ср/кр
цх d Г св,пе,прч,прш,стр,мн,им vspspppi св/пе/стр/прч/прш/мн/им
цц d Г св,пе,прч,прш,стр,мн,рд vspspppg св/пе/стр/прч/прш/мн/рд
цч d Г св,пе,прч,прш,стр,мн,дт vspspppd св/пе/стр/прч/прш/мн/дт
цш d Г св,пе,прч,прш,стр,мн,вн vspspppv св/пе/стр/прч/прш/мн/вн
цщ d Г св,пе,прч,прш,стр,мн,тв vspspppt св/пе/стр/прч/прш/мн/тв
цы d Г св,пе,прч,прш,стр,мн,пр vspspppp св/пе/стр/прч/прш/мн/пр
цэ d Г св,пе,прч,нст,стр,мн,кр vspspnps св/пе/стр/прч/нст/мн/кр
фя d Г св,пе,прч,прш,стр,мн,кр vspsppps св/пе/стр/прч/прш/мн/кр
ча e МС 1л,ед,им mis1 им/ед/1л
чб e МС 1л,ед,рд mgs1 рд/ед/1л
чв e МС 1л,ед,дт mds1 дт/ед/1л
чг e МС 1л,ед,вн mvs1 вн/ед/1л
чд e МС 1л,ед,тв mts1 тв/ед/1л
че e МС 1л,ед,пр mps1 пр/ед/1л
чж e МС 1л,мн,им mip1 им/мн/1л
чз e МС 1л,мн,рд mgp1 рд/мн/1л
чи e МС 1л,мн,дт mdp1 дт/мн/1л
чй e МС 1л,мн,вн mvp1 вн/мн/1л
чк e МС 1л,мн,тв mtp1 тв/мн/1л
чл e МС 1л,мн,пр mpp1 пр/мн/1л
чм e МС 2л,ед,им mis2 им/ед/2л
чн e МС 2л,ед,рд mgs2 рд/ед/2л
чо e МС 2л,ед,дт mds2 дт/ед/2л
чп e МС 2л,ед,вн mvs2 вн/ед/2л
чр e МС 2л,ед,тв mts2 тв/ед/2л
чс e МС 2л,ед,пр mps2 пр/ед/2л
чт e МС 2л,мн,им mip2 им/мн/2л
чу e МС 2л,мн,рд mgp2 рд/мн/2л
чф e МС 2л,мн,дт mdp2 дт/мн/2л
чх e МС 2л,мн,вн mvp2 вн/мн/2л
чц e МС 2л,мн,тв mtp2 тв/мн/2л
чч e МС 2л,мн,пр mpp2 пр/мн/2л
ша e МС 3л,мр,ед,им mim3 им/мр/3л
шб e МС 3л,мр,ед,рд mgm3 рд/мр/3л
шв e МС 3л,мр,ед,дт mdm3 дт/мр/3л
шг e МС 3л,мр,ед,вн mvm3 вн/мр/3л
шд e МС 3л,мр,ед,тв mtm3 тв/мр/3л
ше e МС 3л,мр,ед,пр mpm3 пр/мр/3л
шж e МС 3л,жр,ед,им mif3 им/жр/3л
шз e МС 3л,жр,ед,рд mgf3 рд/жр/3л
ши e МС 3л,жр,ед,дт mdf3 дт/жр/3л
шй e МС 3л,жр,ед,вн mvf3 вн/жр/3л
шк e МС 3л,жр,ед,тв mtf3 тв/жр/3л
шл e МС 3л,жр,ед,пр mpf3 пр/жр/3л
шм e МС 3л,ср,ед,им min3 им/ср/3л
шн e МС 3л,ср,ед,рд mgn3 рд/ср/3л
шо e МС 3л,ср,ед,дт mdn3 дт/ср/3л
шп e МС 3л,ср,ед,вн mvn3 вн/ср/3л
шр e МС 3л,ср,ед,тв mtn3 тв/ср/3л
шс e МС 3л,ср,ед,пр mpn3 пр/ср/3л
шт e МС 3л,мн,им mip3 им/мн/3л
шу e МС 3л,мн,рд mgp3 рд/мн/3л
шф e МС 3л,мн,дт mdp3 дт/мн/3л
шх e МС 3л,мн,вн mvp3 вн/мн/3л
шц e МС 3л,мн,тв mtp3 тв/мн/3л
шч e МС 3л,мн,пр mpp3 пр/мн/3л
ща e МС мр,ед,им mim им/мр
щб e МС мр,ед,рд mgm рд/мр
щв e МС мр,ед,дт mdm дт/мр
щг e МС мр,ед,вн mvm вн/мр
щд e МС мр,ед,тв mtm тв/мр
ще e МС мр,ед,пр mpm пр/мр
щж e МС жр,ед,им mif им/жр
щз e МС жр,ед,рд mgf рд/жр
щи e МС жр,ед,дт mdf дт/жр
щй e МС жр,ед,вн mvf вн/жр
щк e МС жр,ед,тв mtf тв/жр
щл e МС жр,ед,пр mpf пр/жр
щм e МС ср,ед,им min им/ср
щн e МС ср,ед,рд mgn рд/ср
що e МС ср,ед,дт mdn дт/ср
щп e МС ср,ед,вн mvn вн/ср
щр e МС ср,ед,тв mtn тв/ср
щс e МС ср,ед,пр mpn пр/ср
щт e МС мн,им mip им/мн
щу e МС мн,рд mgp рд/мн
щф e МС мн,дт mdp дт/мн
щх e МС мн,вн mvp вн/мн
щц e МС мн,тв mtp тв/мн
щч e МС мн,пр mpp пр/мн
щщ e МС рд mg рд
щы e МС дт md дт
щэ e МС вн mv вн
щю e МС тв mt тв
щя e МС пр mp пр
ыа f МС-П мр,ед,им wmi мр/им
ыб f МС-П мр,ед,рд wmg мр/рд
ыв f МС-П мр,ед,дт wmd мр/дт
ыг f МС-П мр,ед,вн wmv мр/вн
ыд f МС-П мр,ед,тв wmt мр/тв
ые f МС-П мр,ед,пр wmp мр/пр
ыж f МС-П жр,ед,им wfi жр/им
ыз f МС-П жр,ед,рд wfg жр/рд
ыи f МС-П жр,ед,дт wfd жр/дт
ый f МС-П жр,ед,вн wfv жр/вн
ык f МС-П жр,ед,тв wft жр/тв
ыл f МС-П жр,ед,пр wfp жр/пр
ым f МС-П ср,ед,им wni ср/им
ын f МС-П ср,ед,рд wng ср/рд
ыо f МС-П ср,ед,дт wnd ср/дт
ып f МС-П ср,ед,вн wnv ср/вн
ыр f МС-П ср,ед,тв wnt ср/тв
ыс f МС-П ср,ед,пр wnp ср/пр
ыт f МС-П мн,им wpi мн/им
ыу f МС-П мн,рд wpg мн/рд
ыф f МС-П мн,дт wpd мн/дт
ых f МС-П мн,вн wpv мн/вн
ыц f МС-П мн,тв wpt мн/тв
ыч f МС-П мн,пр wpp мн/пр
ыш f МС-П 0 w .
ыщ g МС-ПРЕДК ед,рд ug рд
ыы g МС-ПРЕДК ед,дт ud дт
ыэ g МС-ПРЕДК ед,вн uv вн
ыю g МС-ПРЕДК ед,тв ut тв
ыё g МС-ПРЕДК ед,пр up пр
ыя g МС-ПРЕДК u .
эа h ЧИСЛ им ci им
эб h ЧИСЛ рд cg рд
эв h ЧИСЛ дт cd дт
эг h ЧИСЛ вн cv вн
эд h ЧИСЛ тв ct тв
эе h ЧИСЛ пр cp пр
эж h ЧИСЛ мр,им cim им/мр
эз h ЧИСЛ мр,рд cgm рд/мр
эи h ЧИСЛ мр,дт cdm дт/мр
эй h ЧИСЛ мр,вн cvm вн/мр
эк h ЧИСЛ мр,тв ctm тв/мр
эл h ЧИСЛ мр,пр cpm пр/мр
эм h ЧИСЛ жр,им cif им/жр
эн h ЧИСЛ жр,рд cgf рд/жр
эо h ЧИСЛ жр,дт cdf дт/жр
эп h ЧИСЛ жр,вн cvf вн/жр
эр h ЧИСЛ жр,тв ctf тв/жр
эс h ЧИСЛ жр,пр cpf пр/жр
эт h ЧИСЛ ср,им cin им/ср
эу h ЧИСЛ ср,рд cgn рд/ср
эф h ЧИСЛ ср,дт cdn дт/ср
эх h ЧИСЛ ср,вн cvn вн/ср
эц h ЧИСЛ ср,тв ctn тв/ср
эч h ЧИСЛ ср,пр cpn пр/ср
эш h ЧИСЛ сравн cs сравн
юа i ЧИСЛ-П мр,ед,им kim им/мр
юб i ЧИСЛ-П мр,ед,рд kgm рд/мр
юв i ЧИСЛ-П мр,ед,дт kdm дт/мр
юг i ЧИСЛ-П мр,ед,вн kvm вн/мр
юд i ЧИСЛ-П мр,ед,тв ktm тв/мр
юе i ЧИСЛ-П мр,ед,пр kpm пр/мр
юж i ЧИСЛ-П жр,ед,им kif им/жр
юз i ЧИСЛ-П жр,ед,рд kgf рд/жр
юи i ЧИСЛ-П жр,ед,дт kdf дт/жр
юй i ЧИСЛ-П жр,ед,вн kvf вн/жр
юк i ЧИСЛ-П жр,ед,тв ktf тв/жр
юл i ЧИСЛ-П жр,ед,пр kpf пр/жр
юм i ЧИСЛ-П ср,ед,им kin им/ср
юн i ЧИСЛ-П ср,ед,рд kgn рд/ср
юо i ЧИСЛ-П ср,ед,дт kdn дт/ср
юп i ЧИСЛ-П ср,ед,вн kvn вн/ср
юр i ЧИСЛ-П ср,ед,тв ktn тв/ср
юс i ЧИСЛ-П ср,ед,пр kpn пр/ср
ют i ЧИСЛ-П мн,им kip им/мн
юу i ЧИСЛ-П мн,рд kgp рд/мн
юф i ЧИСЛ-П мн,дт kdp дт/мн
юх i ЧИСЛ-П мн,вн kvp вн/мн
юц i ЧИСЛ-П мн,тв ktp тв/мн
юч i ЧИСЛ-П мн,пр kpp пр/мн
ющ i ЧИСЛ-П рд kg рд
яа j Н 0 e .
яб k ПРЕДК нст xn нст
як k ПРЕДК прш xp прш
ял k ПРЕДК 0 x .
яв l ПРЕДЛ 0 j .
яг m ПОСЛ 0 o .
яд n СОЮЗ 0 i .
яе o МЕЖД 0 q .
яж p ЧАСТ 0 p .
яз q ВВОДН 0 y .
яй s ФРАЗ 0 f .
Оп b Г нс,пе,дст,буд,1л,ед vnpdf1s нс/пе/дст/буд/1л/ед
Ор b Г нс,пе,дст,буд,1л,мн vnpdf1p нс/пе/дст/буд/1л/мн
Ос b Г нс,пе,дст,буд,2л,ед vnpdf2s нс/пе/дст/буд/2л/ед
От b Г нс,пе,дст,буд,2л,мн vnpdf2p нс/пе/дст/буд/2л/мн
Оу b Г нс,пе,дст,буд,3л,ед vnpdf3s нс/пе/дст/буд/3л/ед
Оф b Г нс,пе,дст,буд,3л,мн vnpdf3p нс/пе/дст/буд/3л/мн
Пп b Г нс,пе,стр,буд,1л,ед vnpsf1s нс/пе/стр/буд/1л/ед
Пр b Г нс,пе,стр,буд,1л,мн vnpsf1p нс/пе/стр/буд/1л/мн
Пс b Г нс,пе,стр,буд,2л,ед vnpsf2s нс/пе/стр/буд/2л/ед
Пт b Г нс,пе,стр,буд,2л,мн vnpsf2p нс/пе/стр/буд/2л/мн
Пу b Г нс,пе,стр,буд,3л,ед vnpsf3s нс/пе/стр/буд/3л/ед
Пф b Г нс,пе,стр,буд,3л,мн vnpsf3p нс/пе/стр/буд/3л/мн

// мужской  род
Аа a Г нс,пе,стр,мр,ед,инф,кр vnpsims нс/пе/стр/инф/мр/кр
Ал a Г нс,пе,пвл,стр,мр,2л,ед,прч,кр vnpsv2ms нс/пе/стр/пвл/2л/мр/кр
Ан a Г нс,пе,дпр,стр,нст,мр,ед,кр vnpsdnms нс/пе/стр/дпр/нст/мр/кр
Ао a Г нс,пе,дпр,стр,прш,мр,ед,кр vnpsdpms нс/пе/стр/дпр/прш/мр/кр
Ап a Г нс,пе,буд,стр,мр,1л,ед,прч,кр vnpspf1ms нс/пе/стр/прч/буд/1л/мр/кр
Ас a Г нс,пе,буд,стр,мр,2л,ед,прч,кр vnpspf2ms нс/пе/стр/прч/буд/2л/мр/кр
Ау a Г нс,пе,буд,стр,мр,3л,ед,прч,кр vnpspf3ms нс/пе/стр/прч/буд/3л/мр/кр

// женский  род
Ба a Г нс,пе,стр,жр,ед,инф,кр
Бл a Г нс,пе,пвл,стр,жр,2л,ед,прч,кр
Бн a Г нс,пе,дпр,стр,нст,жр,ед,кр
Бо a Г нс,пе,дпр,стр,прш,жр,ед,кр
Бп a Г нс,пе,буд,стр,жр,1л,ед,прч,кр
Бс a Г нс,пе,буд,стр,жр,2л,ед,прч,кр
Бу a Г нс,пе,буд,стр,жр,3л,ед,прч,кр

//  средний род
Ва a Г нс,пе,стр,ср,ед,инф,кр
Вл a Г нс,пе,пвл,стр,ср,2л,ед,прч,кр
Вн a Г нс,пе,дпр,стр,нст,ср,ед,кр
Во a Г нс,пе,дпр,стр,прш,ср,ед,кр
Вп a Г нс,пе,буд,стр,ср,1л,ед,прч,кр
Вс a Г нс,пе,буд,стр,ср,2л,ед,прч,кр
Ву a Г нс,пе,буд,стр,ср,3л,ед,прч,кр

// множественное число
Га a Г нс,пе,стр,мн,инф,кр
Гр a Г нс,пе,буд,стр,1л,мн,прч,кр
